Start_DF1	End_DF1	Start_DF2	End_DF2	Overlap_Percentage_DF1	Overlap_Percentage_DF2	Strand_DF1	Strand_DF2	Feature_DF1	Feature_DF2	Tools_DF1	Tools_DF2
3109232	3109426	3109416	3110300	5.64102564102564	1.24293785310734	-	-	CDS	CDS	gms2, glimmer	glimmer, prodigal, prokka, rast
3109232	3109426	3109416	3110297	5.64102564102564	1.24716553287982	-	-	CDS	CDS	gms2, glimmer	gms2
3109232	3109435	3109416	3110300	9.80392156862745	2.25988700564972	-	-	CDS	CDS	prodigal, prokka, rast	glimmer, prodigal, prokka, rast
3109232	3109435	3109232	3109426	95.5882352941177	100	-	-	CDS	CDS	prodigal, prokka, rast	gms2, glimmer
3109232	3109435	3109416	3110297	9.80392156862745	2.26757369614512	-	-	CDS	CDS	prodigal, prokka, rast	gms2
3109416	3110300	3109416	3110297	99.6610169491525	100	-	-	CDS	CDS	glimmer, prodigal, prokka, rast	gms2
3110369	3111244	3110384	3111244	98.2876712328767	100	+	+	CDS	CDS	glimmer, rast	gms2, prodigal, prokka
3111334	3111447	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3111529	3111690	3111529	3111627	61.1111111111111	100	-	-	CDS	CDS	glimmer, rast	gms2
3111749	3112141	3111749	3111997	63.3587786259542	100	-	-	CDS	CDS	prodigal, prokka	gms2, glimmer, rast
3112142	3113326	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3113485	3115398	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3115414	3115788	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3116027	3116509	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3116527	3117243	3116527	3117189	92.4686192468619	100	-	-	CDS	CDS	prodigal, prokka	gms2, glimmer, rast
3117247	3117921	3117914	3118792	1.18518518518519	0.910125142207053	+	+	CDS	CDS	rast	gms2, glimmer, prodigal, prokka, rast
3117247	3117921	3117256	3117921	98.6666666666667	100	+	+	CDS	CDS	rast	gms2, glimmer, prodigal, prokka
3117256	3117921	3117914	3118792	1.2012012012012	0.910125142207053	+	+	CDS	CDS	gms2, glimmer, prodigal, prokka	gms2, glimmer, prodigal, prokka, rast
3117914	3118792	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3118968	3122003	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3122194	3124185	3122221	3124185	98.644578313253	100	+	+	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
3124321	3124515	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3124789	3124962	3124789	3124953	94.8275862068966	100	-	-	CDS	CDS	glimmer, prodigal, prokka, rast	gms2
3125119	3125955	3125952	3126080	0.4778972520908	3.10077519379845	-	-	CDS	CDS	glimmer	glimmer
3125119	3126057	3125119	3125955	89.1373801916933	100	-	-	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
3125119	3126057	3125952	3126080	11.2886048988285	82.1705426356589	-	-	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
3126159	3126827	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3127453	3128016	3127453	3128013	99.468085106383	100	-	-	CDS	CDS	glimmer, prodigal, prokka, rast	gms2
3128371	3130455	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3130530	3131285	3130608	3131285	89.6825396825397	100	+	+	CDS	CDS	glimmer, prodigal, prokka, rast	gms2
3130530	3131285	3131285	3131443	0.132275132275132	0.628930817610063	+	+	CDS	CDS	glimmer, prodigal, prokka, rast	prodigal
3130608	3131285	3131285	3131443	0.147492625368732	0.628930817610063	+	+	CDS	CDS	gms2	prodigal
3131285	3131443	3131379	3131454	40.8805031446541	85.5263157894737	+	-	CDS	tRNA	prodigal	prokka, rast
3131285	3131443	3131300	3131443	90.5660377358491	100	+	+	CDS	CDS	prodigal	gms2
3131285	3131443	3131327	3131443	73.5849056603774	100	+	+	CDS	CDS	prodigal	glimmer
3131300	3131443	3131379	3131454	45.1388888888889	85.5263157894737	+	-	CDS	tRNA	gms2	prokka, rast
3131300	3131443	3131327	3131443	81.25	100	+	+	CDS	CDS	gms2	glimmer
3131327	3131443	3131379	3131454	55.5555555555556	85.5263157894737	+	-	CDS	tRNA	glimmer	prokka, rast
3131615	3132217	3131633	3132217	97.0149253731343	100	+	+	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
3132243	3132740	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3132742	3133644	3132742	3133635	99.0033222591362	100	-	-	CDS	CDS	prodigal, prokka, rast	gms2, glimmer
3133833	3134762	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3134764	3134904	NA	NA	0	0	-	NA	CDS	NA	glimmer	NA
3135148	3137997	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3138010	3139002	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3139026	3142205	3142202	3145024	0.125786163522013	0.141693234148069	+	+	CDS	CDS	prodigal, prokka, rast	gms2, prodigal, prokka, rast
3139026	3142205	3139110	3142205	97.3584905660377	100	+	+	CDS	CDS	prodigal, prokka, rast	gms2, glimmer
3139110	3142205	3142202	3145024	0.129198966408269	0.141693234148069	+	+	CDS	CDS	gms2, glimmer	gms2, prodigal, prokka, rast
3142202	3145024	3142397	3145024	93.0924548352816	100	+	+	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
3145044	3146150	3145089	3146150	95.9349593495935	100	+	+	CDS	CDS	gms2	glimmer, prodigal, prokka
3145044	3146150	3145359	3146150	71.5447154471545	100	+	+	CDS	CDS	gms2	rast
3145089	3146150	3145359	3146150	74.5762711864407	100	+	+	CDS	CDS	glimmer, prodigal, prokka	rast
3146203	3147378	3146209	3147378	99.4897959183673	100	+	+	CDS	CDS	gms2, glimmer	prodigal, prokka, rast
3147739	3150117	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3150144	3150800	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3150876	3151817	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3151892	3152440	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3152643	3153275	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3153400	3153513	NA	NA	0	0	-	NA	CDS	NA	glimmer	NA
3153536	3154015	3153536	3153979	92.5	100	-	-	CDS	CDS	gms2, prodigal, prokka	glimmer, rast
3154086	3154358	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3154533	3154874	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3154906	3155265	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3155277	3155600	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3155710	3157674	3155743	3157674	98.3206106870229	100	+	+	CDS	CDS	gms2, rast	glimmer, prodigal, prokka
3157746	3158339	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3158600	3159865	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3160396	3161268	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3161331	3161447	3161428	3162051	17.0940170940171	3.20512820512821	+	+	CDS	CDS	rast	prodigal, prokka
3161331	3161447	3161404	3162051	37.6068376068376	6.79012345679012	+	+	CDS	CDS	rast	glimmer
3161404	3162051	3161428	3162051	96.2962962962963	100	+	+	CDS	CDS	glimmer	prodigal, prokka
3161404	3162051	3161473	3162051	89.3518518518518	100	+	+	CDS	CDS	glimmer	gms2
3161404	3162051	3161587	3162051	71.7592592592593	100	+	+	CDS	CDS	glimmer	rast
3161428	3162051	3161473	3162051	92.7884615384615	100	+	+	CDS	CDS	prodigal, prokka	gms2
3161428	3162051	3161587	3162051	74.5192307692308	100	+	+	CDS	CDS	prodigal, prokka	rast
3161473	3162051	3161587	3162051	80.3108808290155	100	+	+	CDS	CDS	gms2	rast
3162399	3165077	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3165200	3167392	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3168345	3169697	3168363	3169697	98.669623059867	100	+	+	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
3169710	3170234	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3169710	3170234	3170234	3171121	0.19047619047619	0.112612612612613	+	+	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	gms2, glimmer, prodigal, prokka, rast
3170234	3171121	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3171123	3172460	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3172482	3172712	NA	NA	0	0	-	NA	CDS	NA	gms2	NA
3172923	3173642	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3173697	3174458	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3174475	3174999	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3175048	3176064	3175120	3176064	92.9203539823009	100	+	+	CDS	CDS	gms2, prodigal, prokka	glimmer
3175048	3176064	3175144	3176064	90.5604719764012	100	+	+	CDS	CDS	gms2, prodigal, prokka	rast
3175120	3176064	3175144	3176064	97.4603174603175	100	+	+	CDS	CDS	glimmer	rast
3176188	3176469	3176221	3176469	88.2978723404255	100	+	+	CDS	CDS	rast	glimmer, prodigal, prokka
3176188	3176469	3176227	3176469	86.1702127659574	100	+	+	CDS	CDS	rast	gms2
3176221	3176469	3176227	3176469	97.5903614457831	100	+	+	CDS	CDS	glimmer, prodigal, prokka	gms2
3176532	3177275	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3176532	3177275	3177272	3179686	0.537634408602151	0.165631469979296	+	-	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	gms2, glimmer, prodigal, prokka, rast
3177272	3179686	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3179716	3180756	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3180802	3181401	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3181542	3182327	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3182385	3183677	3182394	3183677	99.3039443155452	100	+	+	CDS	CDS	glimmer, prodigal, prokka, rast	gms2
3183997	3184113	3184043	3185086	60.6837606837607	6.8007662835249	-	+	CDS	CDS	glimmer	gms2, prodigal, prokka
3183997	3184113	3184112	3185086	1.70940170940171	0.205128205128205	-	+	CDS	CDS	glimmer	glimmer, rast
3184043	3185086	3184112	3185086	93.3908045977011	100	+	+	CDS	CDS	gms2, prodigal, prokka	glimmer, rast
3185098	3186213	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3186355	3187437	3186355	3187344	91.4127423822715	100	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
3187482	3189527	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3187482	3189527	3189524	3189880	0.195503421309873	1.12044817927171	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	gms2, glimmer, prodigal, prokka, rast
3189524	3189880	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3189999	3190808	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3191596	3192666	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3192672	3193595	3192681	3193595	99.025974025974	100	+	+	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
3192672	3193595	3193592	3194452	0.432900432900433	0.464576074332172	+	+	CDS	CDS	glimmer	glimmer
3192681	3193595	3193592	3194452	0.437158469945355	0.464576074332172	+	+	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
3193592	3194452	3193613	3194452	97.5609756097561	100	+	+	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
3194454	3195806	3194463	3195806	99.3348115299335	100	+	+	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
3194454	3195806	3195799	3196695	0.591278640059128	0.891861761426979	+	+	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
3194463	3195806	3195799	3196695	0.595238095238095	0.891861761426979	+	+	CDS	CDS	gms2, prodigal, prokka, rast	gms2, prodigal, prokka, rast
3195799	3196695	3196689	3198152	0.780379041248606	0.478142076502732	+	+	CDS	CDS	gms2, prodigal, prokka, rast	gms2, glimmer, prodigal, prokka, rast
3195799	3196695	3195829	3196695	96.6555183946488	100	+	+	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
3195829	3196695	3196689	3198152	0.807381776239908	0.478142076502732	+	+	CDS	CDS	glimmer	gms2, glimmer, prodigal, prokka, rast
3196689	3198152	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3198167	3199402	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3199703	3200353	3199739	3200353	94.4700460829493	100	+	+	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
3199703	3200353	3200329	3201414	3.84024577572965	2.30202578268877	+	-	CDS	CDS	glimmer	glimmer, prodigal, prokka
3199703	3200353	3200329	3201387	3.84024577572965	2.36071765816808	+	-	CDS	CDS	glimmer	gms2, rast
3199739	3200353	3200329	3201414	4.0650406504065	2.30202578268877	+	-	CDS	CDS	gms2, prodigal, prokka, rast	glimmer, prodigal, prokka
3199739	3200353	3200329	3201387	4.0650406504065	2.36071765816808	+	-	CDS	CDS	gms2, prodigal, prokka, rast	gms2, rast
3200329	3201414	3200329	3201387	97.5138121546961	100	-	-	CDS	CDS	glimmer, prodigal, prokka	gms2, rast
3201499	3202308	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3202342	3203187	3203184	3203912	0.472813238770686	0.548696844993141	+	-	CDS	CDS	glimmer, rast	gms2, glimmer, prodigal, prokka, rast
3202342	3203187	3202363	3203187	97.5177304964539	100	+	+	CDS	CDS	glimmer, rast	gms2, prodigal, prokka
3202363	3203187	3203184	3203912	0.484848484848485	0.548696844993141	+	-	CDS	CDS	gms2, prodigal, prokka	gms2, glimmer, prodigal, prokka, rast
3203184	3203912	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3204074	3205378	3204083	3205378	99.3103448275862	100	+	+	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
3205420	3206367	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3206588	3207511	3206612	3207511	97.4025974025974	100	+	+	CDS	CDS	prodigal, prokka	gms2, glimmer
3206588	3207511	3206648	3207511	93.5064935064935	100	+	+	CDS	CDS	prodigal, prokka	rast
3206612	3207511	3206648	3207511	96	100	+	+	CDS	CDS	gms2, glimmer	rast
3207598	3207726	NA	NA	0	0	-	NA	CDS	NA	glimmer	NA
3207851	3208615	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3207851	3208615	3208612	3208749	0.522875816993464	2.89855072463768	+	-	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	rast
3208612	3208749	3208616	3209773	97.1014492753623	11.5716753022453	-	+	CDS	CDS	rast	gms2, glimmer, prodigal, prokka
3208612	3208749	3208715	3209773	25.3623188405797	3.30500472143532	-	+	CDS	CDS	rast	rast
3208616	3209773	3208715	3209773	91.4507772020725	100	+	+	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
3209838	3210590	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3210689	3211204	3210689	3211180	95.3488372093023	100	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
3211276	3211842	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3211970	3212875	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3213157	3213273	3213226	3214449	41.025641025641	3.92156862745098	-	+	CDS	CDS	glimmer, rast	gms2, prodigal, prokka
3213157	3213273	3213270	3213395	3.41880341880342	3.17460317460317	-	-	CDS	CDS	glimmer, rast	glimmer, rast
3213226	3214449	3213270	3213395	10.2941176470588	100	+	-	CDS	CDS	gms2, prodigal, prokka	glimmer, rast
3213226	3214449	3213379	3214449	87.5	100	+	+	CDS	CDS	gms2, prodigal, prokka	rast
3213226	3214449	3213409	3214449	85.0490196078431	100	+	+	CDS	CDS	gms2, prodigal, prokka	glimmer
3213270	3213395	3213379	3214449	13.4920634920635	1.58730158730159	-	+	CDS	CDS	glimmer, rast	rast
3213379	3214449	3213409	3214449	97.1988795518207	100	+	+	CDS	CDS	rast	glimmer
3215036	3215506	3215036	3215155	25.4777070063694	100	-	-	CDS	CDS	gms2, prodigal, prokka	rast
3215036	3215515	3215036	3215506	98.125	100	-	-	CDS	CDS	glimmer	gms2, prodigal, prokka
3215036	3215515	3215036	3215155	25	100	-	-	CDS	CDS	glimmer	rast
3215778	3217721	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3217824	3217937	3217887	3217993	44.7368421052632	47.6635514018692	+	-	CDS	tRNA	glimmer	rast
3218239	3218487	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3218902	3219078	NA	NA	0	0	+	NA	CDS	NA	rast	NA
3219371	3219898	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3219945	3220400	3220026	3220400	82.2368421052632	100	+	+	CDS	CDS	prodigal, prokka	gms2, rast
3219945	3220400	3220020	3220400	83.5526315789474	100	+	+	CDS	CDS	prodigal, prokka	glimmer
3220020	3220400	3220026	3220400	98.4251968503937	100	+	+	CDS	CDS	glimmer	gms2, rast
3220430	3220606	3220495	3220920	63.2768361581921	26.2910798122066	+	+	CDS	CDS	rast	gms2, glimmer, prodigal, prokka
3220495	3220920	3220618	3220920	71.1267605633803	100	+	+	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
3220957	3221892	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3222259	3222696	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3222921	3223523	3222936	3223523	97.5124378109453	100	+	+	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
3223579	3226176	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3226245	3226700	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3226801	3228039	3226828	3228039	97.8208232445521	100	+	+	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
3228128	3228757	3228134	3228757	99.0476190476191	100	+	+	CDS	CDS	prodigal, prokka, rast	gms2, glimmer
3229138	3231339	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3231395	3231937	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3231966	3234929	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3235069	3235215	3235201	3236637	10.2040816326531	1.04384133611691	-	+	CDS	CDS	glimmer, rast	prodigal, prokka
3235201	3236637	3235405	3236637	85.80375782881	100	+	+	CDS	CDS	prodigal, prokka	gms2, rast
3235201	3236637	3235396	3236637	86.4300626304802	100	+	+	CDS	CDS	prodigal, prokka	glimmer
3235396	3236637	3235405	3236637	99.2753623188406	100	+	+	CDS	CDS	glimmer	gms2, rast
3236715	3237581	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3236715	3237581	3237567	3238124	1.73010380622837	2.68817204301075	+	-	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	gms2, glimmer, prodigal, prokka, rast
3237567	3238124	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3238272	3238982	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3239092	3239940	3239915	3240028	3.06242638398115	22.8070175438597	+	+	CDS	CDS	gms2, glimmer, prodigal, prokka	glimmer, rast
3239092	3239940	3239113	3239940	97.5265017667844	100	+	+	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
3239113	3239940	3239915	3240028	3.14009661835749	22.8070175438597	+	+	CDS	CDS	rast	glimmer, rast
3240238	3243123	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3243277	3243978	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3244030	3244143	NA	NA	0	0	+	NA	CDS	NA	glimmer	NA
3244261	3252006	3244306	3252006	99.419054996127	100	+	+	CDS	CDS	glimmer, prodigal, prokka	gms2, rast
3252284	3255364	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3255380	3256630	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3256815	3257180	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3257214	3257657	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3257670	3258416	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3258521	3260632	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3260675	3261640	3260675	3261601	95.9627329192547	100	-	-	CDS	CDS	gms2, prodigal, prokka	glimmer, rast
3261963	3262244	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3262266	3262469	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3262617	3262961	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3263386	3263979	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3264059	3264514	3264065	3264514	98.6842105263158	100	+	+	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
3264575	3265129	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3265314	3266762	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3266987	3268291	3267065	3268291	94.0229885057471	100	+	+	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
3268329	3268676	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3268827	3269612	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3269749	3271008	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3271010	3272284	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3272336	3273256	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3273272	3273466	3273272	3273433	83.0769230769231	100	-	-	CDS	CDS	gms2, prodigal, prokka	glimmer, rast
3273503	3274333	3273503	3274258	90.9747292418773	100	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
3274434	3275309	3274467	3275309	96.2328767123288	100	+	+	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
3275594	3276079	3275624	3276079	93.8271604938272	100	+	+	CDS	CDS	gms2, prodigal, prokka	glimmer, rast
3276164	3276301	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3276412	3277761	3276412	3277620	89.5555555555556	100	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
3277886	3278032	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3277886	3278032	3278029	3278328	2.72108843537415	1.33333333333333	+	-	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	gms2, prodigal, prokka
3277886	3278032	3278029	3278142	2.72108843537415	3.50877192982456	+	-	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	glimmer, rast
3278029	3278328	3278029	3278142	38	100	-	-	CDS	CDS	gms2, prodigal, prokka	glimmer, rast
3278543	3278911	3278543	3278662	32.520325203252	100	-	-	CDS	CDS	gms2, glimmer	rast
3278543	3278926	3278543	3278911	96.09375	100	-	-	CDS	CDS	prodigal, prokka	gms2, glimmer
3278543	3278926	3278543	3278662	31.25	100	-	-	CDS	CDS	prodigal, prokka	rast
3278953	3280245	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3280424	3281713	3280436	3281713	99.0697674418605	100	+	+	CDS	CDS	glimmer, prodigal, prokka, rast	gms2
3281784	3281993	3281784	3281987	97.1428571428571	100	-	-	CDS	CDS	glimmer, prodigal, prokka, rast	gms2
3282039	3282446	3282039	3282392	86.7647058823529	100	-	-	CDS	CDS	gms2, prodigal, prokka	glimmer, rast
3282492	3282731	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3282862	3282978	NA	NA	0	0	+	NA	CDS	NA	glimmer	NA
3282988	3283596	3282988	3283512	86.2068965517241	100	-	-	CDS	CDS	gms2	rast
3282988	3283695	3282988	3283596	86.0169491525424	100	-	-	CDS	CDS	glimmer	gms2
3282988	3283695	3282988	3283512	74.1525423728814	100	-	-	CDS	CDS	glimmer	rast
3282988	3283728	3282988	3283596	82.1862348178138	100	-	-	CDS	CDS	prodigal, prokka	gms2
3282988	3283728	3282988	3283695	95.5465587044534	100	-	-	CDS	CDS	prodigal, prokka	glimmer
3282988	3283728	3282988	3283512	70.8502024291498	100	-	-	CDS	CDS	prodigal, prokka	rast
3283982	3284476	3283982	3284467	98.1818181818182	100	-	-	CDS	CDS	rast	gms2, glimmer, prodigal, prokka
3284786	3291655	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3291657	3292790	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3293115	3299168	3293151	3299168	99.4053518334985	100	+	+	CDS	CDS	glimmer	gms2, prodigal, prokka
3293115	3299168	3293223	3299168	98.2160555004955	100	+	+	CDS	CDS	glimmer	rast
3293151	3299168	3293223	3299168	98.8035892323031	100	+	+	CDS	CDS	gms2, prodigal, prokka	rast
3299170	3300303	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3300594	3307748	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3307750	3308883	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
